PostID,Username,PostDate,PostContent,PostTitle,PostURL,URL_Source
https://bitcointalk.org/index.php?topic=5445357.0#1,Bitcoinmoon12,"March 18, 2023, 08:20:28 AM","Former Belgian Finance Minister and Member of the European Parliament (EP), Johan Van Overtveldt, has called for a ban on cryptocurrencies to ease the current banking crisis. In a tweet on his personal account, Van Overtveldt stated that the crypto asset industry “does not bring any economic or social value.” CoinDesk reported that his comments were made as the EP prepares to vote on regulations regarding crypto activities.


“Another lesson to be learned from the current banking commotion. Enforce a strict ban on cryptocurrencies. Speculative poison and no economic or social added value. If a government bans drugs, it should also ban cryptos,” wrote Van Overtveldt.

He believes that banks are in crisis due to the impact of cryptocurrencies. Furthermore, the EU parliamentarian assumes that all cryptocurrencies are pure speculative assets and have no economic or social value. Van Overtveldt even compared cryptocurrencies to drugs.

Read more: https://azcoinnews.com/eu-lawmaker-johan-van-overtveldt-compares-crypto-to-drugs-calls-for-ban.html","EU Lawmaker Johan Van Overtveldt Compares Crypto To Drugs, Calls For Ban",https://bitcointalk.org/index.php?topic=5445357.msg61933475#msg61933475,https://bitcointalk.org/index.php?topic=5445357.0
https://bitcointalk.org/index.php?topic=5445357.0#,,,,,https://bitcointalk.org/index.php?topic=1680232785.msg1680232785#msg1680232785,https://bitcointalk.org/index.php?topic=5445357.0
https://bitcointalk.org/index.php?topic=5445357.0#2,Charles-Tim,"March 18, 2023, 08:32:59 AM","Because of the collapse of Silicon Valley Bank, Signature Bank and Silvergate Bank in the United States, Johan Van Overtveldt wants total ban for cryptocurrencies.

If regulation is the cause of the banks that collapsed, they were unable to take care of fiat organizations which they strictly control, but he wants cryptocurrencies to be banned. Or how is crypto similar to banks or fiat?

Why can't he wants all banks to be banned because of the collapse? 

I have always thought those that read and are public figure use to make people not to fall fall the road, but I can see some of them like this man to mislead people, also many of them.

He was even Belgium’s former finance/fiat minister. My conclusion is that he knows nothing about crypto, and likely a bitcoin and crypto critic.","Re: EU Lawmaker Johan Van Overtveldt Compares Crypto To Drugs, Calls For Ban",https://bitcointalk.org/index.php?topic=5445357.msg61933532#msg61933532,https://bitcointalk.org/index.php?topic=5445357.0
https://bitcointalk.org/index.php?topic=5445357.0#3,Jawhead999,"March 18, 2023, 09:14:31 AM","The main reason why banks are collapsed because corruption, mismanagement and any other internal problems.

If the banks' employee want to invest in crypto using their customers money, they need to know if crypto are mostly scam and of course they need to make sure to invest what they can afford to lose only. Banning the whole crypto including Bitcoin is a wrong decision because it's the fault from their employee for choosing a bad coin.

Anyway if many people tend to choose to store their wealth in Bitcoin, not in fiat, they just can tax the Bitcoin to make more money, not to ban it.","Re: EU Lawmaker Johan Van Overtveldt Compares Crypto To Drugs, Calls For Ban",https://bitcointalk.org/index.php?topic=5445357.msg61933723#msg61933723,https://bitcointalk.org/index.php?topic=5445357.0
https://bitcointalk.org/index.php?topic=5445357.0#4,kryptqnick,"March 18, 2023, 12:33:36 PM","Some people make comments precisely to get publicity, to get attention to themselves and capitalize on that attention. It doesn't mean that these people are truly influential or that their words mean much. I've looked at his Twitter, and he seems to be a firm believer in the banking system, but also in regulating banks more strictly to ensure that bankruptcies happen less often. So he's more of a believer in central banks, and that certainly goes against Bitcoin ideologically because Bitcoin shows that we might not need central banks. Still, it's very unfair to say cryptos don't have any social or economic value and to compare it to drugs. Drugs affect human bodies and communities, whereas Bitcoin is as neutral as it gets.","Re: EU Lawmaker Johan Van Overtveldt Compares Crypto To Drugs, Calls For Ban",https://bitcointalk.org/index.php?topic=5445357.msg61934700#msg61934700,https://bitcointalk.org/index.php?topic=5445357.0
https://bitcointalk.org/index.php?topic=5445357.0#5,DapanasFruit,"March 18, 2023, 01:14:20 PM","I have been following the news on the ongoing banking turmoil in the USA right now...and many experts are telling us that the main problem has something to do with the rising interest imposed by the Fed all because many of these collapsed banks exposed big on bonds where they encountered big losses. As far as crypto is concerned, the exposure is not that so big and even if they are exposed and they know how to balance risks they could have avoided their collapse. Proposing a blanket ban on cryptocurrency is not a good one...the government should be banning scams, frauds and similar schemes but above-the-board cryptocurrencies should be allowed to flourish under a strict regulation.","Re: EU Lawmaker Johan Van Overtveldt Compares Crypto To Drugs, Calls For Ban",https://bitcointalk.org/index.php?topic=5445357.msg61934936#msg61934936,https://bitcointalk.org/index.php?topic=5445357.0
https://bitcointalk.org/index.php?topic=5445357.0#6,Nwada001,"March 18, 2023, 01:57:52 PM","It's really shocking how a former financial minister who is supposed to know or have little knowledge in almost every aspect of finance is really comparing crypto to drugs and at the same time pointing finger at crypto currency as the major reason behind the bank failure. That's a ridiculous way of thinking, and while others are fighting for total regulation for the entire crypto, he is proposing a total ban. It's really funny how they always decide who to blame for their failed policies but never admit their own errors. 

Both financial systems serve their own purposes; the banks should function on their own with their government policies and regulations, and they should allow us to use our crypto. 

Even with the government having control over the banking sector, the banks are still experiencing bankruptcy.Maybe they also want to control cryptography and pilot it to failure. ","Re: EU Lawmaker Johan Van Overtveldt Compares Crypto To Drugs, Calls For Ban",https://bitcointalk.org/index.php?topic=5445357.msg61935201#msg61935201,https://bitcointalk.org/index.php?topic=5445357.0
https://bitcointalk.org/index.php?topic=5445357.0#7,LoyceMobile,"March 18, 2023, 02:01:43 PM",Banks are in crisis because they are the problem.,"Re: EU Lawmaker Johan Van Overtveldt Compares Crypto To Drugs, Calls For Ban",https://bitcointalk.org/index.php?topic=5445357.msg61935230#msg61935230,https://bitcointalk.org/index.php?topic=5445357.0
https://bitcointalk.org/index.php?topic=5445357.0#8,Upgrade00,"March 18, 2023, 02:09:24 PM","It's ironic saying banks are in crisis because of cryptocurrencies when Bitcoin was introduced during the aftermath of a bank/economic crisis, which was not the first.

Quote from: Charles-Tim on March 18, 2023, 08:32:59 AM
He was even Belgium’s former finance/fiat minister. My conclusion is that he knows nothing about crypto, and likely a bitcoin and crypto critic.
He could know a lot about crypto and about how fiat is a broken system, but doesn't want to admit that to people but would look for a soft target to blame.","Re: EU Lawmaker Johan Van Overtveldt Compares Crypto To Drugs, Calls For Ban",https://bitcointalk.org/index.php?topic=5445357.msg61935274#msg61935274,https://bitcointalk.org/index.php?topic=5445357.0
https://bitcointalk.org/index.php?topic=5445357.0#9,Dickiy,"March 18, 2023, 02:13:45 PM","Drugs if used properly or as a function will have a positive impact and if there is misuse it will have a bad impact, it's the same as crypto, fiat currency, and your knife at home if used according to its utility it will give an output of benefits and if In the wrong use it will have a bad impact.
They corner crypto as in their thinking people save more money in crypto than banks so that deposits in banks are shrinking, so they think that what causes the liquidity of money in banks is little.
Even though the main indication is that interest rates have risen to suppress inflation, even they also create inflation because they print too much money.
It would make sense for investors to withdraw money from banks and switch to storing it in bitcoins.","Re: EU Lawmaker Johan Van Overtveldt Compares Crypto To Drugs, Calls For Ban",https://bitcointalk.org/index.php?topic=5445357.msg61935308#msg61935308,https://bitcointalk.org/index.php?topic=5445357.0
