PostID,Username,PostDate,PostContent,PostTitle,PostURL,URL_Source
https://bitcointalk.org/index.php?topic=5445341.0#1,Zorigi,"March 18, 2023, 03:05:26 AM","hello, all my friends... now the price of bitcoin has increased quite a lot... and now bitcoin is in the range of 27000.
but I want to ask do you think the price of bitcoin will continue to rise until it reaches 50000 or not... ?I want to hear it from all of you...
and if I sell my bitcoin now I'm afraid the price of bitcoin will fly even higher... I want to hear your opinion...?",will bitcoin continue to rise,https://bitcointalk.org/index.php?topic=5445341.msg61932387#msg61932387,https://bitcointalk.org/index.php?topic=5445341.0
https://bitcointalk.org/index.php?topic=5445341.0#,,,,,https://bitcointalk.org/index.php?topic=1680232792.msg1680232792#msg1680232792,https://bitcointalk.org/index.php?topic=5445341.0
https://bitcointalk.org/index.php?topic=5445341.0#2,crypticj,"March 18, 2023, 03:55:27 AM","It will keep rising in the next 10+ years. But right now it's hard to predict when it will go up to 30k+. But my best guess is that you should wait until the economy will get better, the market will be more predictable and FED will start lowering interest rates.",Re: will bitcoin continue to rise,https://bitcointalk.org/index.php?topic=5445341.msg61932511#msg61932511,https://bitcointalk.org/index.php?topic=5445341.0
https://bitcointalk.org/index.php?topic=5445341.0#3,rat03gopoh,"March 18, 2023, 04:37:57 AM","Nobody knows about the future. Your target price is almost 2x the current one, which means you're ready to HODL. But there's no binding rule that you can't spend some sats while waiting.
Good advice if you're in a profit state (floating profit): If you intend to buy something, then just sell a portion of the bitcoin that covers your desire cost.",Re: will bitcoin continue to rise,https://bitcointalk.org/index.php?topic=5445341.msg61932625#msg61932625,https://bitcointalk.org/index.php?topic=5445341.0
https://bitcointalk.org/index.php?topic=5445341.0#4,Sweetbtc,"March 18, 2023, 04:54:30 AM","Quote
hello, all my friends... now the price of bitcoin has increased quite a lot... and now bitcoin is in the range of 27000.
but I want to ask do you think the price of bitcoin will continue to rise until it reaches 50000 or not... ?I want to hear it from all of you..

Although the price of Bitcoin is increasing but breaking the resistance of 28500 can be a very good move.if Bitcoin break the resistance of 28500 then Bitcoin can go up to 31000, and once again BTC can make 28500 as a strong support.but it seems difficult to say that it Will go up to 50000 continuously, because once again if BTC rejected from 28000 then BTC can retest 25000 once again.

Quote
and if I sell my bitcoin now I'm afraid the price of bitcoin will fly even higher... I want to hear your opinion...?
In my opinion selling BTC at this time may not be a good decision but if you sell 50% BTC and BTC comes back down to 25000 then you can buy again from there.but it can be a risky decision.",Re: will bitcoin continue to rise,https://bitcointalk.org/index.php?topic=5445341.msg61932673#msg61932673,https://bitcointalk.org/index.php?topic=5445341.0
https://bitcointalk.org/index.php?topic=5445341.0#5,FinneysTrueVision,"March 18, 2023, 05:03:01 AM","Bitcoin will eventually rise back up to $50,000. The time and date is what is unknown. It will not happen overnight. The conditions are there for it to continue going up. There have been some recent notable bank failures. People are less confident in their government as we're seeing with protests across France. We are also seeing the US dollar starting to lose it's dominance as a global reserve currency. Regulators might try to suppress its adoption but there are too many things trending in Bitcoin's favor right now.",Re: will bitcoin continue to rise,https://bitcointalk.org/index.php?topic=5445341.msg61932699#msg61932699,https://bitcointalk.org/index.php?topic=5445341.0
https://bitcointalk.org/index.php?topic=5445341.0#6,worle1bm,"March 18, 2023, 06:07:11 AM",We are just being optimistic about it's growth but it will definitely go up in the long run phase because of mass adoption and less supply.At this time we are seeing progress in btc so in the long run also it will continue to rise but we will see lot of fluctuations also.I am hoping that soon $30k price range will be crossed so let's hope for the best and see what happens next.,Re: will bitcoin continue to rise,https://bitcointalk.org/index.php?topic=5445341.msg61932901#msg61932901,https://bitcointalk.org/index.php?topic=5445341.0
https://bitcointalk.org/index.php?topic=5445341.0#7,Cantsay,"March 18, 2023, 06:45:17 AM","Quote from: Zorigi on March 18, 2023, 03:05:26 AM
hello, all my friends... now the price of bitcoin has increased quite a lot... and now bitcoin is in the range of 27000.
but I want to ask do you think the price of bitcoin will continue to rise until it reaches 50000 or not...? I want to hear it from all of you...
and if I sell my bitcoin now I'm afraid the price of bitcoin will fly even higher... I want to hear your opinion...?

You never can tell the exact price that bitcoin will rise or fall to, but if you have faith that the price will continue to move in the uptrend and just want to continue to hold that's okay. but, if you are scared that the price might drop then you can simply proceed to sell your coin and I guarantee that nobody is going to judge you for selling.
All the replies you're going to receive are all based on speculation and they won't be certain.",Re: will bitcoin continue to rise,https://bitcointalk.org/index.php?topic=5445341.msg61933037#msg61933037,https://bitcointalk.org/index.php?topic=5445341.0
https://bitcointalk.org/index.php?topic=5445341.0#8,m2017,"March 18, 2023, 06:48:22 AM","Quote from: Zorigi on March 18, 2023, 03:05:26 AM
hello, all my friends... now the price of bitcoin has increased quite a lot... and now bitcoin is in the range of 27000.
but I want to ask do you think the price of bitcoin will continue to rise until it reaches 50000 or not... ?I want to hear it from all of you...
and if I sell my bitcoin now I'm afraid the price of bitcoin will fly even higher... I want to hear your opinion...?
It happens that bitcoin price can change within a few days. It falls, then it rises, then it falls again. This is the same volatility.

And you're a sly one if you want an easy solution. The problem is that no one can know whether tomorrow btc will rise or fall. So don't take other people's advice seriously.

I think this is a bad time to sell bitcoin. Recall the last btc's peak and think that this level can be reached again. Most likely, it will even be surpassed, since in previous times it was just that. Bitcoin with each bull run exceeded past highs. Selling btc now should only be in case of emergency.",Re: will bitcoin continue to rise,https://bitcointalk.org/index.php?topic=5445341.msg61933050#msg61933050,https://bitcointalk.org/index.php?topic=5445341.0
https://bitcointalk.org/index.php?topic=5445341.0#9,Edwardard,"March 18, 2023, 06:49:47 AM","Not sure about 50k, but most likely it will go in the 30-32k range as the next resistance area in the next week. BTC went above both the weekly moving averages now (50 and 200), and invalidated the death cross.
So, as long as it stays above them it will keep going higher. If you have bought at lower levels just keep watching for weekly candles and the MAs.
Personally I would say, below 25k is where you got to worry again.",Re: will bitcoin continue to rise,https://bitcointalk.org/index.php?topic=5445341.msg61933053#msg61933053,https://bitcointalk.org/index.php?topic=5445341.0
https://bitcointalk.org/index.php?topic=5445341.0#10,tabas,"March 18, 2023, 07:08:42 AM","Quote from: Zorigi on March 18, 2023, 03:05:26 AM
but I want to ask do you think the price of bitcoin will continue to rise until it reaches 50000 or not... ?I want to hear it from all of you...
Long term? Easy, yes. But if your span of period for that price is for this year then it may take time and it's 50/50 of chance to happen. Do remember that halving is about to happen next year and that will trigger the demand and lesser supply for the rewards of miners, in short the impact will go directly to the price assumingly will create a positive impact.

Quote from: Zorigi on March 18, 2023, 03:05:26 AM
and if I sell my bitcoin now I'm afraid the price of bitcoin will fly even higher... I want to hear your opinion...?
Sell if you need the cash, do not regret selling if there's an important thing you're about to purchase or bills to pay. You don't have to sell all of it and just take a part of portion from your holdings. And if you've got other source of income, upon selling, create a plan that you'll buy those sold bitcoin of yours and do the DCA technique for you not to miss out the next bull run.",Re: will bitcoin continue to rise,https://bitcointalk.org/index.php?topic=5445341.msg61933142#msg61933142,https://bitcointalk.org/index.php?topic=5445341.0
https://bitcointalk.org/index.php?topic=5445341.0#11,Charmekkd,"March 18, 2023, 07:21:51 AM","indeed now the price of bitcoin is increasing and in my opinion this is a good start for bitcoin investors because if you look at the market there are lots of people who have benefited from investing in bitcoin, and lots of people selling bitcoin, especially those who bought bitcoin at a price of 19000.
but if we want to invest in bitcoin for the long term I think now is not the right time to sell bitcoin. but the decision is yours.",Re: will bitcoin continue to rise,https://bitcointalk.org/index.php?topic=5445341.msg61933213#msg61933213,https://bitcointalk.org/index.php?topic=5445341.0
https://bitcointalk.org/index.php?topic=5445341.0#12,KingsDen,"March 18, 2023, 07:24:41 AM","Quote from: Zorigi on March 18, 2023, 03:05:26 AM
hello, all my friends... now the price of bitcoin has increased quite a lot... and now bitcoin is in the range of 27000.
but I want to ask do you think the price of bitcoin will continue to rise until it reaches 50000 or not... ?I want to hear it from all of you...
and if I sell my bitcoin now I'm afraid the price of bitcoin will fly even higher... I want to hear your opinion...?

Bitcoin does not make one directional movement to a certain point.
It will not just arrived to 50,000 dollars if there is no major bull run. So the Bitcoin price cannot go to 50,000 dollars immediately from 20,000 dollars. The highest you should anticipate for now is that $30,000 and even if at bitcoin 30000 dollars it will still drop down to the range of 20,000 dollars.

if you are buying bitcoin for a long time purpose, there is no need to sell. But if you are buying to hold and wait for it to appreciate, you can sell now and wait for the market to correct and you repeat the process.",Re: will bitcoin continue to rise,https://bitcointalk.org/index.php?topic=5445341.msg61933224#msg61933224,https://bitcointalk.org/index.php?topic=5445341.0
