PostID,Username,PostDate,PostContent,PostTitle,PostURL,URL_Source
https://bitcointalk.org/index.php?topic=5444851.0#1,Cryptomiles1,"March 14, 2023, 10:52:45 AM","For long now I have been reading lots of interesting testimonies around the forum about their experience and achievement they made through bitcoin progress. Something very important came into me to know how do you feels whenever someone said of their investment and how it yielded and they made fortune out of it.

Do you feels your late getting involved to the industry and do you wishes to be like them, and if you were in their shoes would you be able to utilize those opportunity they got or you won't afford to bear the risk and get involved?

Lets discuss wisely and get the best from ourselves.",How do you feel when people tells their story on bitcoin,https://bitcointalk.org/index.php?topic=5444851.msg61910582#msg61910582,https://bitcointalk.org/index.php?topic=5444851.0
https://bitcointalk.org/index.php?topic=5444851.0#,,,,,https://bitcointalk.org/index.php?topic=1680232778.msg1680232778#msg1680232778,https://bitcointalk.org/index.php?topic=5444851.0
https://bitcointalk.org/index.php?topic=5444851.0#2,tranthidung,"March 14, 2023, 11:12:47 AM","Quote from: Cryptomiles1 on March 14, 2023, 10:52:45 AM
For long now I have been reading lots of interesting testimonies around the forum about their experience and achievement they made through bitcoin progress.
I don't know what stories you read but hopefully you did not miss following stories
Satoshi's lesson
Bitcoin and me (Hal Finney)
[Interviews] with Bitcointalk members
Especially the story from gmaxwell. A legendary Bitcoin developer.

Have you read those stories ? ",Re: How do you feel when people tells their story on bitcoin,https://bitcointalk.org/index.php?topic=5444851.msg61910662#msg61910662,https://bitcointalk.org/index.php?topic=5444851.0
https://bitcointalk.org/index.php?topic=5444851.0#3,mk4,"March 14, 2023, 11:13:34 AM","Of course I should feel happy for people, but these stories got so redundant that I don't even know if the stories are real or if they're fabricating the stories just so they hopefully receive merits.",Re: How do you feel when people tells their story on bitcoin,https://bitcointalk.org/index.php?topic=5444851.msg61910667#msg61910667,https://bitcointalk.org/index.php?topic=5444851.0
https://bitcointalk.org/index.php?topic=5444851.0#4,Anonylz,"March 14, 2023, 11:21:33 AM","Besides feeling impressed and excited to hear other people's experience and encounter with btc, it also makes me realize how the btc awareness is growing, without these different stories you would not really be able to grasp how widespread btc has grown. Particularly people from remote locations.
As a bitcoiner you can feel nothing but happiness when you hear fellow bitcoiners benefiting from btc. ",Re: How do you feel when people tells their story on bitcoin,https://bitcointalk.org/index.php?topic=5444851.msg61910693#msg61910693,https://bitcointalk.org/index.php?topic=5444851.0
https://bitcointalk.org/index.php?topic=5444851.0#5,Lorence.xD,"March 14, 2023, 11:40:36 AM","Quote from: Cryptomiles1 on March 14, 2023, 10:52:45 AM
For long now I have been reading lots of interesting testimonies around the forum about their experience and achievement they made through bitcoin progress. Something very important came into me to know how do you feels whenever someone said of their investment and how it yielded and they made fortune out of it.


By just reading and scrolling here in the forum, I've seen a lot of different stories like they succeed and some loss a huge amount of assets. I conclude that it depends on

people's action in this industry whether they can profit big time or not. Of course as I saw successful experiences of other people I feel happy for them and congratulate them.

Those kinds of experiences inspires me and motivates me to have a wise decision sharing their thoughts would also help how can I also to be like them.

Quote from: Cryptomiles1 on March 14, 2023, 10:52:45 AM

Do you feels your late getting involved to the industry and do you wishes to be like them, and if you were in their shoes would you be able to utilize those opportunity they got or you won't afford to bear the risk and get involved?


For me I don't feel late or delayed since you can still learn and keep up to the trends these days. If you always feel fomo it will just lead to bad decisions and losses in this

industry. Much better to learn more and explore more rather than rushing yourself in this industry, go learn have some knowledge and experiences first. And if I were in their

place, I must say I could utilize those opportunity, there's nothing to be fear of having risk if you know what you're capable of.",Re: How do you feel when people tells their story on bitcoin,https://bitcointalk.org/index.php?topic=5444851.msg61910784#msg61910784,https://bitcointalk.org/index.php?topic=5444851.0
https://bitcointalk.org/index.php?topic=5444851.0#6,riantolie,"March 14, 2023, 02:30:42 PM","I'm a little bit envious, but people make fortune not only with Bitcoin and there are a lot more successful people than me. I'm just trying to mind my own business and make my own fortune.",Re: How do you feel when people tells their story on bitcoin,https://bitcointalk.org/index.php?topic=5444851.msg61911709#msg61911709,https://bitcointalk.org/index.php?topic=5444851.0
https://bitcointalk.org/index.php?topic=5444851.0#7,m2017,"March 14, 2023, 02:54:59 PM","Of course, such stories can only please, because they clearly show the reality of the fulfillment of their desires, thanks to bitcoin.

Feelings that you got into the industry late will not help at the moment and it is better to get rid of them. It is much more productive to feel the new opportunities that the crypto industry creates.

I can't be in the place of others, and fantasies on this subject are also useless.

Past opportunities are missed and therefore, I try to concentrate on the current ones.",Re: How do you feel when people tells their story on bitcoin,https://bitcointalk.org/index.php?topic=5444851.msg61911932#msg61911932,https://bitcointalk.org/index.php?topic=5444851.0
https://bitcointalk.org/index.php?topic=5444851.0#8,Plaguedeath,"March 14, 2023, 02:59:12 PM","It's need a new insight, adoption or movement of Bitcoin, not just same with the others for accepting Bitcoin payment and that's all.

I really curious if accepting Bitcoin payment is really make people to pay with Bitcoin or they still tend to use fiat, if only few people want to use Bitcoin, how we can say accepting Bitcoin is a good and help the stores to improve?

Also if most people don't understand to pay with Bitcoin, it just make you wasting your time to tell or teach them.",Re: How do you feel when people tells their story on bitcoin,https://bitcointalk.org/index.php?topic=5444851.msg61911973#msg61911973,https://bitcointalk.org/index.php?topic=5444851.0
https://bitcointalk.org/index.php?topic=5444851.0#9,Z-tight,"March 14, 2023, 03:28:37 PM","Quote from: Cryptomiles1 on March 14, 2023, 10:52:45 AM
Something very important came into me to know how do you feels whenever someone said of their investment and how it yielded and they made fortune out of it.
I am happy for people who can make money through BTC, but i do not want many people to feel that BTC investment is a means of making a fortune. If everybody shares stories of how they made fortunes through investing in BTC, we cannot even know if the stories are fake or true, but newbies would take it to be true and they may start investing with the hope of making a fortune, which may not happen, and they would not even attempt to learn a thing about BTC, which could make them lose their BTC.
Quote from: Cryptomiles1 on March 14, 2023, 10:52:45 AM
Do you feels your late getting involved to the industry and do you wishes to be like them, and if you were in their shoes would you be able to utilize those opportunity they got or you won't afford to bear the risk and get involved?
I don't know the exact group of people you are talking about, but what i know is that i don't feel late about the time i got involved in BTC investment, but i know if i was involved in BTC very early on, i would have sold a long time ago, but i would have continued to buy more since then, through dca.",Re: How do you feel when people tells their story on bitcoin,https://bitcointalk.org/index.php?topic=5444851.msg61912261#msg61912261,https://bitcointalk.org/index.php?topic=5444851.0
